Frame; Zeit (in s); Objekt 1 x-Koordinate; Objekt 1 y-Koordinate; Objekt 1 x-Geschwindigkeit; Objekt 1 y-Geschwindigkeit; Objekt 2 x-Koordinate; Objekt 2 y-Koordinate; Objekt 2 x-Geschwindigkeit; Objekt 2 y-Geschwindigkeit; Objekt 3 x-Koordinate; Objekt 3 y-Koordinate; Objekt 3 x-Geschwindigkeit; Objekt 3 y-Geschwindigkeit; Objekt 4 x-Koordinate; Objekt 4 y-Koordinate; Objekt 4 x-Geschwindigkeit; Objekt 4 y-Geschwindigkeit
1231; 2,051E1; -2,007E0; -6,382E0; 3,015E0; -5,765E1; ; ; ;; ; ; ;; ; ; ;
1232; 2,052E1; -1,968E0; -7,279E0; 2,292E0; -5,381E1; ; ; ;; ; ; ;; ; ; ;
1233; 2,054E1; -1,949E0; -8,092E0; 1,175E0; -4,877E1; ; ; ;; ; ; ;; ; ; ;
1234; 2,056E1; -1,888E0; -8,826E0; 3,651E0; -4,405E1; ; ; ;; ; ; ;; ; ; ;
1235; 2,057E1; -1,857E0; -9,457E0; 1,879E0; -3,782E1; ; ; ;; ; ; ;; ; ; ;
1236; 2,059E1; -1,814E0; -9,966E0; 2,528E0; -3,057E1; ; ; ;; ; ; ;; ; ; ;
1237; 2,061E1; -1,763E0; -1,035E1; 3,094E0; -2,295E1; ; ; ;; ; ; ;; ; ; ;
1238; 2,062E1; -1,712E0; -1,062E1; 3,045E0; -1,607E1; ; ; ;; ; ; ;; ; ; ;
1239; 2,064E1; -1,672E0; -1,076E1; 2,388E0; -8,462E0; ; ; ;; ; ; ;; ; ; ;
1240; 2,066E1; -1,610E0; -1,077E1; 3,745E0; -4,266E-1; ; ; ;; ; ; ;; ; ; ;
1241; 2,067E1; -1,564E0; -1,063E1; 2,752E0; 7,848E0; ; ; ;; ; ; ;; ; ; ;
1242; 2,069E1; -1,527E0; -1,038E1; 2,248E0; 1,535E1; ; ; ;; ; ; ;; ; ; ;
1243; 2,071E1; -1,470E0; -9,988E0; 3,364E0; 2,342E1; ; ; ;; ; ; ;; ; ; ;
1244; 2,072E1; -1,408E0; -9,497E0; 3,756E0; 2,943E1; ; ; ;; ; ; ;; ; ; ;
1245; 2,074E1; -1,366E0; -8,880E0; 2,496E0; 3,703E1; ; ; ;; ; ; ;; ; ; ;
1246; 2,076E1; -1,313E0; -8,147E0; 3,198E0; 4,395E1; ; ; ;; ; ; ;; ; ; ;
1247; 2,077E1; -1,269E0; -7,359E0; 2,653E0; 4,729E1; ; ; ;; ; ; ;; ; ; ;
1248; 2,079E1; -1,233E0; -6,472E0; 2,149E0; 5,317E1; ; ; ;; ; ; ;; ; ; ;
1249; 2,081E1; -1,174E0; -5,509E0; 3,501E0; 5,781E1; ; ; ;; ; ; ;; ; ; ;
1250; 2,082E1; -1,137E0; -4,505E0; 2,252E0; 6,020E1; ; ; ;; ; ; ;; ; ; ;
1251; 2,084E1; -1,107E0; -3,438E0; 1,785E0; 6,399E1; ; ; ;; ; ; ;; ; ; ;
1252; 2,086E1; -1,060E0; -2,365E0; 2,858E0; 6,438E1; ; ; ;; ; ; ;; ; ; ;
1253; 2,087E1; -1,021E0; -1,293E0; 2,285E0; 6,427E1; ; ; ;; ; ; ;; ; ; ;
1254; 2,089E1; -9,874E-1; -2,062E-1; 2,039E0; 6,521E1; ; ; ;; ; ; ;; ; ; ;
1255; 2,091E1; -9,696E-1; 8,286E-1; 1,070E0; 6,208E1; ; ; ;; ; ; ;; ; ; ;
1256; 2,092E1; -9,423E-1; 1,838E0; 1,634E0; 6,057E1; ; ; ;; ; ; ;; ; ; ;
1257; 2,094E1; -9,284E-1; 2,764E0; 8,339E-1; 5,550E1; ; ; ;; ; ; ;; ; ; ;
1258; 2,096E1; -9,013E-1; 3,651E0; 1,629E0; 5,320E1; ; ; ;; ; ; ;; ; ; ;
1259; 2,097E1; -8,942E-1; 4,448E0; 4,273E-1; 4,781E1; ; ; ;; ; ; ;; ; ; ;
1260; 2,099E1; -8,974E-1; 5,145E0; -1,968E-1; 4,181E1; ; ; ;; ; ; ;; ; ; ;
1261; 2,101E1; -8,974E-1; 5,145E0; 0,000E0; 0,000E0; ; ; ;; ; ; ;; ; ; ;
1262; 2,102E1; -8,859E-1; 5,749E0; 6,895E-1; 3,627E1; ; ; ;; ; ; ;; ; ; ;
1263; 2,104E1; -8,952E-1; 6,247E0; -5,551E-1; 2,988E1; ; ; ;; ; ; ;; ; ; ;
1264; 2,106E1; -9,095E-1; 6,632E0; -8,569E-1; 2,308E1; ; ; ;; ; ; ;; ; ; ;
1265; 2,107E1; -9,249E-1; 6,900E0; -9,268E-1; 1,605E1; ; ; ;; ; ; ;; ; ; ;
1266; 2,109E1; -9,426E-1; 7,053E0; -1,058E0; 9,179E0; ; ; ;; ; ; ;; ; ; ;
1267; 2,111E1; -9,616E-1; 7,077E0; -1,140E0; 1,431E0; ; ; ;; ; ; ;; ; ; ;
1268; 2,112E1; -9,873E-1; 6,987E0; -1,541E0; -5,349E0; ; ; ;; ; ; ;; ; ; ;
1269; 2,114E1; -1,012E0; 6,769E0; -1,457E0; -1,311E1; ; ; ;; ; ; ;; ; ; ;
1270; 2,116E1; -1,049E0; 6,428E0; -2,236E0; -2,043E1; ; ; ;; ; ; ;; ; ; ;
1271; 2,117E1; -1,094E0; 5,980E0; -2,721E0; -2,690E1; ; ; ;; ; ; ;; ; ; ;
1272; 2,119E1; -1,131E0; 5,411E0; -2,188E0; -3,414E1; ; ; ;; ; ; ;; ; ; ;
1273; 2,121E1; -1,177E0; 4,737E0; -2,781E0; -4,040E1; ; ; ;; ; ; ;; ; ; ;
1274; 2,122E1; -1,225E0; 3,963E0; -2,875E0; -4,647E1; ; ; ;; ; ; ;; ; ; ;
1275; 2,124E1; -1,279E0; 3,117E0; -3,241E0; -5,072E1; ; ; ;; ; ; ;; ; ; ;
1276; 2,126E1; -1,343E0; 2,186E0; -3,823E0; -5,588E1; ; ; ;; ; ; ;; ; ; ;
1277; 2,127E1; -1,401E0; 1,198E0; -3,476E0; -5,925E1; ; ; ;; ; ; ;; ; ; ;
1278; 2,129E1; -1,469E0; 1,445E-1; -4,085E0; -6,318E1; ; ; ;; ; ; ;; ; ; ;
1279; 2,131E1; -1,537E0; -9,675E-1; -4,101E0; -6,670E1; ; ; ;; ; ; ;; ; ; ;
1280; 2,132E1; -1,600E0; -2,072E0; -3,791E0; -6,627E1; ; ; ;; ; ; ;; ; ; ;
1281; 2,134E1; -1,673E0; -3,169E0; -4,361E0; -6,580E1; ; ; ;; ; ; ;; ; ; ;
1282; 2,136E1; -1,732E0; -4,241E0; -3,533E0; -6,428E1; ; ; ;; ; ; ;; ; ; ;
1283; 2,137E1; -1,791E0; -5,280E0; -3,525E0; -6,236E1; ; ; ;; ; ; ;; ; ; ;
1284; 2,139E1; -1,848E0; -6,254E0; -3,427E0; -5,838E1; ; ; ;; ; ; ;; ; ; ;
1285; 2,141E1; -1,902E0; -7,168E0; -3,229E0; -5,486E1; ; ; ;; ; ; ;; ; ; ;
1286; 2,142E1; -1,950E0; -7,981E0; -2,884E0; -4,876E1; ; ; ;; ; ; ;; ; ; ;
1287; 2,144E1; -1,992E0; -8,747E0; -2,535E0; -4,596E1; ; ; ;; ; ; ;; ; ; ;
1288; 2,146E1; -2,018E0; -9,413E0; -1,548E0; -3,991E1; ; ; ;; ; ; ;; ; ; ;
1289; 2,147E1; -2,066E0; -9,937E0; -2,906E0; -3,143E1; ; ; ;; ; ; ;; ; ; ;
1290; 2,149E1; -2,094E0; -1,037E1; -1,659E0; -2,591E1; ; ; ;; ; ; ;; ; ; ;
1291; 2,151E1; -2,112E0; -1,065E1; -1,071E0; -1,658E1; ; ; ;; ; ; ;; ; ; ;
1292; 2,152E1; -2,159E0; -1,081E1; -2,861E0; -9,866E0; ; ; ;; ; ; ;; ; ; ;
1293; 2,154E1; -2,165E0; -1,084E1; -3,066E-1; -1,884E0; ; ; ;; ; ; ;; ; ; ;
1294; 2,156E1; -2,176E0; -1,074E1; -6,743E-1; 5,876E0; ; ; ;; ; ; ;; ; ; ;
1295; 2,157E1; -2,186E0; -1,051E1; -6,306E-1; 1,397E1; ; ; ;; ; ; ;; ; ; ;
1296; 2,159E1; -2,189E0; -1,015E1; -1,601E-1; 2,185E1; ; ; ;; ; ; ;; ; ; ;
1297; 2,161E1; -2,200E0; -9,661E0; -6,390E-1; 2,909E1; ; ; ;; ; ; ;; ; ; ;
1298; 2,162E1; -2,192E0; -9,046E0; 4,763E-1; 3,687E1; ; ; ;; ; ; ;; ; ; ;
1299; 2,164E1; -2,191E0; -8,339E0; 3,589E-2; 4,244E1; ; ; ;; ; ; ;; ; ; ;
1300; 2,166E1; -2,172E0; -7,536E0; 1,124E0; 4,813E1; ; ; ;; ; ; ;; ; ; ;
1301; 2,167E1; -2,157E0; -6,656E0; 9,195E-1; 5,281E1; ; ; ;; ; ; ;; ; ; ;
1302; 2,169E1; -2,108E0; -5,695E0; 2,928E0; 5,765E1; ; ; ;; ; ; ;; ; ; ;
1303; 2,171E1; -2,087E0; -4,685E0; 1,258E0; 6,056E1; ; ; ;; ; ; ;; ; ; ;
1304; 2,172E1; -2,050E0; -3,629E0; 2,245E0; 6,337E1; ; ; ;; ; ; ;; ; ; ;
1305; 2,174E1; -2,011E0; -2,549E0; 2,341E0; 6,476E1; ; ; ;; ; ; ;; ; ; ;
1306; 2,176E1; -1,968E0; -1,486E0; 2,581E0; 6,379E1; ; ; ;; ; ; ;; ; ; ;
1307; 2,177E1; -1,923E0; -3,889E-1; 2,660E0; 6,579E1; ; ; ;; ; ; ;; ; ; ;
1308; 2,179E1; -1,865E0; 6,435E-1; 3,514E0; 6,192E1; ; ; ;; ; ; ;; ; ; ;
1309; 2,181E1; -1,823E0; 1,640E0; 2,522E0; 5,979E1; ; ; ;; ; ; ;; ; ; ;
1310; 2,182E1; -1,769E0; 2,594E0; 3,200E0; 5,719E1; ; ; ;; ; ; ;; ; ; ;
1311; 2,184E1; -1,706E0; 3,466E0; 3,793E0; 5,235E1; ; ; ;; ; ; ;; ; ; ;
1312; 2,186E1; -1,665E0; 4,284E0; 2,479E0; 4,907E1; ; ; ;; ; ; ;; ; ; ;
1313; 2,187E1; -1,605E0; 4,990E0; 3,585E0; 4,232E1; ; ; ;; ; ; ;; ; ; ;
1314; 2,189E1; -1,558E0; 5,593E0; 2,820E0; 3,620E1; ; ; ;; ; ; ;; ; ; ;
1315; 2,191E1; -1,515E0; 6,097E0; 2,574E0; 3,020E1; ; ; ;; ; ; ;; ; ; ;
1316; 2,192E1; -1,469E0; 6,498E0; 2,756E0; 2,405E1; ; ; ;; ; ; ;; ; ; ;
1317; 2,194E1; -1,431E0; 6,770E0; 2,269E0; 1,634E1; ; ; ;; ; ; ;; ; ; ;
1318; 2,196E1; -1,394E0; 6,929E0; 2,245E0; 9,517E0; ; ; ;; ; ; ;; ; ; ;
1319; 2,197E1; -1,349E0; 6,967E0; 2,695E0; 2,297E0; ; ; ;; ; ; ;; ; ; ;
1320; 2,199E1; -1,305E0; 6,884E0; 2,662E0; -4,988E0; ; ; ;; ; ; ;; ; ; ;
1321; 2,201E1; -1,275E0; 6,685E0; 1,789E0; -1,196E1; ; ; ;; ; ; ;; ; ; ;
1322; 2,202E1; -1,240E0; 6,367E0; 2,094E0; -1,905E1; ; ; ;; ; ; ;; ; ; ;
1323; 2,204E1; -1,213E0; 5,933E0; 1,607E0; -2,603E1; ; ; ;; ; ; ;; ; ; ;
1324; 2,206E1; -1,183E0; 5,397E0; 1,797E0; -3,216E1; ; ; ;; ; ; ;; ; ; ;
1325; 2,207E1; -1,156E0; 4,750E0; 1,607E0; -3,882E1; ; ; ;; ; ; ;; ; ; ;
1326; 2,209E1; -1,137E0; 4,016E0; 1,183E0; -4,402E1; ; ; ;; ; ; ;; ; ; ;
1327; 2,211E1; -1,128E0; 3,178E0; 5,458E-1; -5,027E1; ; ; ;; ; ; ;; ; ; ;
1328; 2,212E1; -1,127E0; 2,289E0; 1,107E-2; -5,331E1; ; ; ;; ; ; ;; ; ; ;
1329; 2,214E1; -1,126E0; 1,323E0; 1,073E-1; -5,792E1; ; ; ;; ; ; ;; ; ; ;
1330; 2,216E1; -1,125E0; 2,932E-1; 5,637E-2; -6,179E1; ; ; ;; ; ; ;; ; ; ;
1331; 2,217E1; -1,126E0; -7,691E-1; -5,453E-2; -6,372E1; ; ; ;; ; ; ;; ; ; ;
1332; 2,219E1; -1,140E0; -1,854E0; -8,861E-1; -6,505E1; ; ; ;; ; ; ;; ; ; ;
1333; 2,221E1; -1,156E0; -2,934E0; -9,459E-1; -6,481E1; ; ; ;; ; ; ;; ; ; ;
1334; 2,222E1; -1,161E0; -3,982E0; -2,842E-1; -6,289E1; ; ; ;; ; ; ;; ; ; ;
1335; 2,224E1; -1,168E0; -5,012E0; -4,446E-1; -6,175E1; ; ; ;; ; ; ;; ; ; ;
1336; 2,226E1; -1,164E0; -5,964E0; 2,659E-1; -5,714E1; ; ; ;; ; ; ;; ; ; ;
1337; 2,227E1; -1,178E0; -6,884E0; -8,666E-1; -5,513E1; ; ; ;; ; ; ;; ; ; ;
1338; 2,229E1; -1,180E0; -7,724E0; -8,958E-2; -5,044E1; ; ; ;; ; ; ;; ; ; ;
1339; 2,231E1; -1,195E0; -8,477E0; -9,243E-1; -4,516E1; ; ; ;; ; ; ;; ; ; ;
1340; 2,232E1; -1,211E0; -9,141E0; -9,487E-1; -3,979E1; ; ; ;; ; ; ;; ; ; ;
1341; 2,234E1; -1,248E0; -9,706E0; -2,194E0; -3,390E1; ; ; ;; ; ; ;; ; ; ;
1342; 2,236E1; -1,277E0; -1,015E1; -1,771E0; -2,647E1; ; ; ;; ; ; ;; ; ; ;
1343; 2,237E1; -1,290E0; -1,047E1; -7,785E-1; -1,933E1; ; ; ;; ; ; ;; ; ; ;
1344; 2,239E1; -1,333E0; -1,067E1; -2,549E0; -1,226E1; ; ; ;; ; ; ;; ; ; ;
1345; 2,241E1; -1,381E0; -1,073E1; -2,875E0; -3,617E0; ; ; ;; ; ; ;; ; ; ;
1346; 2,242E1; -1,399E0; -1,068E1; -1,111E0; 3,425E0; ; ; ;; ; ; ;; ; ; ;
1347; 2,244E1; -1,446E0; -1,048E1; -2,802E0; 1,171E1; ; ; ;; ; ; ;; ; ; ;
1348; 2,246E1; -1,489E0; -1,016E1; -2,590E0; 1,924E1; ; ; ;; ; ; ;; ; ; ;
1349; 2,247E1; -1,535E0; -9,729E0; -2,754E0; 2,590E1; ; ; ;; ; ; ;; ; ; ;
1350; 2,249E1; -1,573E0; -9,162E0; -2,270E0; 3,404E1; ; ; ;; ; ; ;; ; ; ;
1351; 2,251E1; -1,624E0; -8,494E0; -3,080E0; 4,005E1; ; ; ;; ; ; ;; ; ; ;
1352; 2,252E1; -1,652E0; -7,720E0; -1,661E0; 4,642E1; ; ; ;; ; ; ;; ; ; ;
1353; 2,254E1; -1,694E0; -6,863E0; -2,545E0; 5,139E1; ; ; ;; ; ; ;; ; ; ;
1354; 2,256E1; -1,724E0; -5,945E0; -1,769E0; 5,506E1; ; ; ;; ; ; ;; ; ; ;
1355; 2,257E1; -1,752E0; -4,944E0; -1,676E0; 6,005E1; ; ; ;; ; ; ;; ; ; ;
1356; 2,259E1; -1,793E0; -3,922E0; -2,487E0; 6,132E1; ; ; ;; ; ; ;; ; ; ;
1357; 2,261E1; -1,817E0; -2,854E0; -1,404E0; 6,403E1; ; ; ;; ; ; ;; ; ; ;
1358; 2,262E1; -1,845E0; -1,775E0; -1,738E0; 6,475E1; ; ; ;; ; ; ;; ; ; ;
1359; 2,264E1; -1,868E0; -6,852E-1; -1,374E0; 6,538E1; ; ; ;; ; ; ;; ; ; ;
1360; 2,266E1; -1,899E0; 3,575E-1; -1,863E0; 6,254E1; ; ; ;; ; ; ;; ; ; ;
1361; 2,267E1; -1,918E0; 1,380E0; -1,132E0; 6,136E1; ; ; ;; ; ; ;; ; ; ;
1362; 2,269E1; -1,936E0; 2,351E0; -1,038E0; 5,822E1; ; ; ;; ; ; ;; ; ; ;
1363; 2,271E1; -1,941E0; 3,257E0; -3,052E-1; 5,434E1; ; ; ;; ; ; ;; ; ; ;
1364; 2,272E1; -1,960E0; 4,102E0; -1,144E0; 5,072E1; ; ; ;; ; ; ;; ; ; ;
1365; 2,274E1; -1,984E0; 4,834E0; -1,439E0; 4,388E1; ; ; ;; ; ; ;; ; ; ;
1366; 2,276E1; -2,004E0; 5,464E0; -1,228E0; 3,779E1; ; ; ;; ; ; ;; ; ; ;
1367; 2,277E1; -2,021E0; 6,006E0; -9,865E-1; 3,253E1; ; ; ;; ; ; ;; ; ; ;
1368; 2,279E1; -2,037E0; 6,433E0; -9,744E-1; 2,562E1; ; ; ;; ; ; ;; ; ; ;
1369; 2,281E1; -2,050E0; 6,740E0; -8,045E-1; 1,838E1; ; ; ;; ; ; ;; ; ; ;
1370; 2,282E1; -2,062E0; 6,924E0; -7,134E-1; 1,102E1; ; ; ;; ; ; ;; ; ; ;
1371; 2,284E1; -2,074E0; 6,991E0; -6,820E-1; 4,027E0; ; ; ;; ; ; ;; ; ; ;
1372; 2,286E1; -2,086E0; 6,935E0; -7,696E-1; -3,350E0; ; ; ;; ; ; ;; ; ; ;
1373; 2,287E1; -2,095E0; 6,763E0; -5,303E-1; -1,028E1; ; ; ;; ; ; ;; ; ; ;
1374; 2,289E1; -2,102E0; 6,462E0; -4,305E-1; -1,807E1; ; ; ;; ; ; ;; ; ; ;
1375; 2,291E1; -2,114E0; 6,050E0; -6,635E-1; -2,476E1; ; ; ;; ; ; ;; ; ; ;
1376; 2,292E1; -2,113E0; 5,534E0; 3,307E-3; -3,090E1; ; ; ;; ; ; ;; ; ; ;
1377; 2,294E1; -2,120E0; 4,909E0; -4,011E-1; -3,754E1; ; ; ;; ; ; ;; ; ; ;
1378; 2,296E1; -2,121E0; 4,174E0; -6,424E-2; -4,404E1; ; ; ;; ; ; ;; ; ; ;
1379; 2,297E1; -2,124E0; 3,361E0; -1,434E-1; -4,881E1; ; ; ;; ; ; ;; ; ; ;
1380; 2,299E1; -2,137E0; 2,464E0; -7,919E-1; -5,380E1; ; ; ;; ; ; ;; ; ; ;
1381; 2,301E1; -2,141E0; 1,511E0; -2,786E-1; -5,716E1; ; ; ;; ; ; ;; ; ; ;
1382; 2,302E1; -2,134E0; 4,919E-1; 4,308E-1; -6,112E1; ; ; ;; ; ; ;; ; ; ;
1383; 2,304E1; -2,130E0; -5,740E-1; 2,646E-1; -6,393E1; ; ; ;; ; ; ;; ; ; ;
1384; 2,306E1; -2,143E0; -1,659E0; -7,671E-1; -6,507E1; ; ; ;; ; ; ;; ; ; ;
1385; 2,307E1; -2,119E0; -2,722E0; 1,434E0; -6,380E1; ; ; ;; ; ; ;; ; ; ;
1386; 2,309E1; -2,111E0; -3,775E0; 4,596E-1; -6,317E1; ; ; ;; ; ; ;; ; ; ;
1387; 2,311E1; -2,098E0; -4,803E0; 7,888E-1; -6,165E1; ; ; ;; ; ; ;; ; ; ;
1388; 2,312E1; -2,064E0; -5,744E0; 2,011E0; -5,642E1; ; ; ;; ; ; ;; ; ; ;
1389; 2,314E1; -2,018E0; -6,686E0; 2,799E0; -5,650E1; ; ; ;; ; ; ;; ; ; ;
1390; 2,316E1; -1,980E0; -7,506E0; 2,281E0; -4,921E1; ; ; ;; ; ; ;; ; ; ;
1391; 2,317E1; -1,931E0; -8,262E0; 2,934E0; -4,535E1; ; ; ;; ; ; ;; ; ; ;
1392; 2,319E1; -1,882E0; -8,941E0; 2,915E0; -4,071E1; ; ; ;; ; ; ;; ; ; ;
1393; 2,321E1; -1,847E0; -9,493E0; 2,118E0; -3,311E1; ; ; ;; ; ; ;; ; ; ;
1394; 2,322E1; -1,799E0; -9,938E0; 2,873E0; -2,668E1; ; ; ;; ; ; ;; ; ; ;
1395; 2,324E1; -1,761E0; -1,026E1; 2,264E0; -1,932E1; ; ; ;; ; ; ;; ; ; ;
1396; 2,326E1; -1,715E0; -1,047E1; 2,764E0; -1,290E1; ; ; ;; ; ; ;; ; ; ;
1397; 2,327E1; -1,657E0; -1,056E1; 3,513E0; -4,842E0; ; ; ;; ; ; ;; ; ; ;
1398; 2,329E1; -1,609E0; -1,051E1; 2,886E0; 2,501E0; ; ; ;; ; ; ;; ; ; ;
1399; 2,331E1; -1,551E0; -1,034E1; 3,463E0; 1,012E1; ; ; ;; ; ; ;; ; ; ;
1400; 2,332E1; -1,505E0; -1,004E1; 2,766E0; 1,809E1; ; ; ;; ; ; ;; ; ; ;
1401; 2,334E1; -1,452E0; -9,641E0; 3,158E0; 2,414E1; ; ; ;; ; ; ;; ; ; ;
1402; 2,336E1; -1,406E0; -9,114E0; 2,755E0; 3,164E1; ; ; ;; ; ; ;; ; ; ;
1403; 2,337E1; -1,350E0; -8,455E0; 3,386E0; 3,949E1; ; ; ;; ; ; ;; ; ; ;
1404; 2,339E1; -1,301E0; -7,741E0; 2,914E0; 4,284E1; ; ; ;; ; ; ;; ; ; ;
1405; 2,341E1; -1,268E0; -6,932E0; 1,993E0; 4,851E1; ; ; ;; ; ; ;; ; ; ;
1406; 2,342E1; -1,239E0; -6,027E0; 1,727E0; 5,430E1; ; ; ;; ; ; ;; ; ; ;
1407; 2,344E1; -1,198E0; -5,094E0; 2,472E0; 5,599E1; ; ; ;; ; ; ;; ; ; ;
1408; 2,346E1; -1,169E0; -4,089E0; 1,723E0; 6,024E1; ; ; ;; ; ; ;; ; ; ;
1409; 2,347E1; -1,126E0; -3,045E0; 2,568E0; 6,265E1; ; ; ;; ; ; ;; ; ; ;
1410; 2,349E1; -1,096E0; -2,015E0; 1,802E0; 6,178E1; ; ; ;; ; ; ;; ; ; ;
1411; 2,351E1; -1,075E0; -9,657E-1; 1,304E0; 6,295E1; ; ; ;; ; ; ;; ; ; ;
1412; 2,352E1; -1,043E0; 6,047E-2; 1,898E0; 6,155E1; ; ; ;; ; ; ;; ; ; ;
1413; 2,354E1; -1,024E0; 1,058E0; 1,116E0; 5,986E1; ; ; ;; ; ; ;; ; ; ;
1414; 2,356E1; -1,014E0; 2,018E0; 5,888E-1; 5,755E1; ; ; ;; ; ; ;; ; ; ;
1415; 2,357E1; -1,002E0; 2,911E0; 7,525E-1; 5,360E1; ; ; ;; ; ; ;; ; ; ;
1416; 2,359E1; -9,808E-1; 3,743E0; 1,267E0; 4,990E1; ; ; ;; ; ; ;; ; ; ;
1417; 2,361E1; -9,910E-1; 4,487E0; -6,122E-1; 4,458E1; ; ; ;; ; ; ;; ; ; ;
1418; 2,362E1; -9,894E-1; 5,132E0; 9,882E-2; 3,872E1; ; ; ;; ; ; ;; ; ; ;
1419; 2,364E1; -9,997E-1; 5,680E0; -6,196E-1; 3,286E1; ; ; ;; ; ; ;; ; ; ;
1420; 2,366E1; -1,014E0; 6,122E0; -8,570E-1; 2,651E1; ; ; ;; ; ; ;; ; ; ;
1421; 2,367E1; -1,037E0; 6,452E0; -1,408E0; 1,981E1; ; ; ;; ; ; ;; ; ; ;
1422; 2,369E1; -1,053E0; 6,663E0; -9,129E-1; 1,267E1; ; ; ;; ; ; ;; ; ; ;
1423; 2,371E1; -1,077E0; 6,760E0; -1,445E0; 5,776E0; ; ; ;; ; ; ;; ; ; ;
1424; 2,372E1; -1,104E0; 6,739E0; -1,611E0; -1,236E0; ; ; ;; ; ; ;; ; ; ;
1425; 2,374E1; -1,137E0; 6,600E0; -2,018E0; -8,353E0; ; ; ;; ; ; ;; ; ; ;
1426; 2,376E1; -1,171E0; 6,347E0; -2,053E0; -1,519E1; ; ; ;; ; ; ;; ; ; ;
1427; 2,377E1; -1,216E0; 5,972E0; -2,674E0; -2,248E1; ; ; ;; ; ; ;; ; ; ;
1428; 2,379E1; -1,254E0; 5,490E0; -2,263E0; -2,888E1; ; ; ;; ; ; ;; ; ; ;
1429; 2,381E1; -1,301E0; 4,898E0; -2,814E0; -3,555E1; ; ; ;; ; ; ;; ; ; ;
1430; 2,382E1; -1,345E0; 4,217E0; -2,638E0; -4,081E1; ; ; ;; ; ; ;; ; ; ;
1431; 2,384E1; -1,399E0; 3,425E0; -3,285E0; -4,752E1; ; ; ;; ; ; ;; ; ; ;
1432; 2,386E1; -1,468E0; 2,557E0; -4,127E0; -5,209E1; ; ; ;; ; ; ;; ; ; ;
1433; 2,387E1; -1,522E0; 1,626E0; -3,203E0; -5,584E1; ; ; ;; ; ; ;; ; ; ;
1434; 2,389E1; -1,587E0; 6,343E-1; -3,940E0; -5,946E1; ; ; ;; ; ; ;; ; ; ;
1435; 2,391E1; -1,648E0; -4,177E-1; -3,642E0; -6,310E1; ; ; ;; ; ; ;; ; ; ;
1436; 2,392E1; -1,705E0; -1,493E0; -3,408E0; -6,450E1; ; ; ;; ; ; ;; ; ; ;
1437; 2,394E1; -1,780E0; -2,560E0; -4,532E0; -6,399E1; ; ; ;; ; ; ;; ; ; ;
1438; 2,396E1; -1,897E0; -4,669E0; -6,987E0; -1,265E2; ; ; ;; ; ; ;; ; ; ;
1439; 2,397E1; -1,942E0; -5,629E0; -2,734E0; -5,757E1; ; ; ;; ; ; ;; ; ; ;
1440; 2,399E1; -1,995E0; -6,553E0; -3,150E0; -5,547E1; ; ; ;; ; ; ;; ; ; ;
1441; 2,401E1; -2,034E0; -7,385E0; -2,338E0; -4,987E1; ; ; ;; ; ; ;; ; ; ;
1442; 2,402E1; -2,079E0; -8,172E0; -2,693E0; -4,719E1; ; ; ;; ; ; ;; ; ; ;
1443; 2,404E1; -2,108E0; -8,867E0; -1,771E0; -4,173E1; ; ; ;; ; ; ;; ; ; ;
1444; 2,406E1; -2,140E0; -9,451E0; -1,922E0; -3,503E1; ; ; ;; ; ; ;; ; ; ;
1445; 2,407E1; -2,182E0; -9,908E0; -2,492E0; -2,742E1; ; ; ;; ; ; ;; ; ; ;
1446; 2,409E1; -2,202E0; -1,027E1; -1,175E0; -2,169E1; ; ; ;; ; ; ;; ; ; ;
1447; 2,411E1; -2,228E0; -1,049E1; -1,609E0; -1,339E1; ; ; ;; ; ; ;; ; ; ;
1448; 2,412E1; -2,241E0; -1,059E1; -7,772E-1; -5,740E0; ; ; ;; ; ; ;; ; ; ;
1449; 2,414E1; -2,242E0; -1,057E1; -5,625E-2; 9,335E-1; ; ; ;; ; ; ;; ; ; ;
1450; 2,416E1; -2,255E0; -1,042E1; -7,404E-1; 9,431E0; ; ; ;; ; ; ;; ; ; ;
1451; 2,417E1; -2,245E0; -1,015E1; 5,790E-1; 1,620E1; ; ; ;; ; ; ;; ; ; ;
1452; 2,419E1; -2,249E0; -9,734E0; -2,567E-1; 2,472E1; ; ; ;; ; ; ;; ; ; ;
1453; 2,421E1; -2,237E0; -9,221E0; 7,382E-1; 3,074E1; ; ; ;; ; ; ;; ; ; ;
1454; 2,422E1; -2,226E0; -8,592E0; 6,289E-1; 3,773E1; ; ; ;; ; ; ;; ; ; ;
1455; 2,424E1; -2,203E0; -7,872E0; 1,424E0; 4,323E1; ; ; ;; ; ; ;; ; ; ;
1456; 2,426E1; -2,170E0; -7,072E0; 1,948E0; 4,798E1; ; ; ;; ; ; ;; ; ; ;
1457; 2,427E1; -2,136E0; -6,188E0; 2,055E0; 5,301E1; ; ; ;; ; ; ;; ; ; ;
1458; 2,429E1; -2,111E0; -5,252E0; 1,491E0; 5,613E1; ; ; ;; ; ; ;; ; ; ;
1459; 2,431E1; -2,058E0; -4,260E0; 3,184E0; 5,953E1; ; ; ;; ; ; ;; ; ; ;
1460; 2,432E1; -2,010E0; -3,233E0; 2,869E0; 6,158E1; ; ; ;; ; ; ;; ; ; ;
